uid,sentence
603,Whoever has accumulated the most victory points in Cuba by the end of the game wins.
603,"Players earn victory points by shipping merchandise from the harbor, but also by erecting and using buildings, and by abiding by the law."
604,"""The end of her regency is nigh."
604,It's time to clear the way for a new bearer of the burden.
604,She will keep a wary eye on the novices representing their Orders and trying to win her favor.
604,"Eventually, she will have to come to a decision."
604,Which Order will prove itself worthy to decide on her successor?
604,"There will be a new Moon Priestess and she will bear the title: LUNA."""
604,"""LUNA"" is the title of the Moon Priestess, and before her very eyes, each of the up to four Orders competes for the right to decide on her successor."
604,The players are the heads of the Orders who try to convince the Priestess of themselves.
604,"Over the course of six rounds, they need to collect as many influence points as possible by skillfully placing their novices to achieve that goal."
604,The players move their novices over seven islands surrounding a temple island.
604,"The novices are placed according to the ""worker movement"" principle, i.e."
604,"they aren't placed at the beginning of a round, but instead start where they ended the round before."
604,"Thus, novice movement is an important part of a round: Only if you're in the right place at the right time, you'll gain the deciding influence points."
604,"You'll have to build new shrines, work at the temple, and participate in the Priestess' divine services."
604,But don't forget to recruit additional novices or win the favor of the local Priests; these are vital means to prepare and combine the diverse actions.
604,LUNA: In the Domain of the Moon Priestess is a challenging tactical game with strategic and interactive elements that takes about 20-25 minutes per player.
604,The different placement of the islands and novices at the beginning of the game creates a different feeling each time you play and opens up new strategies.
605,"Cacao is a tile-placement game that immerses players in the exotic world of the ""fruit of the Gods""."
605,"As the chief of your tribe, you must lead your people to prosperity through the cultivation and trade of cacao — and to do that, you'll need to put them to work in the best way possible."
605,"In the game, each player has an individual deck of square worker tiles, with the number of workers on each side of the tile varying from tile to tile."
605,"The playing area starts with only a couple of jungle tiles in play: a cacao field and a small market; two jungle tiles are laid face up, and the remaining jungle tiles stacked as a draw pile."
605,"On a player's turn, he places one of her worker tiles on the board adjacent to one or more jungle tiles already in play, then (if two worker tiles are next to an empty space) adds one of the jungle tiles to the playing area in this space."
605,"Her workers then get busy and deliver the results of their effort: If you placed workers next to a cacao field, you receive one or two cacao markers per worker; if they're next to a market, you can choose to sell one cacao marker per worker at the listed price; if next to a well, you receive water; if next to a temple, they stand and look good until the end of the game; and so on."
605,He then refills her hand from her personal deck to three worker tiles.
605,"Once all players have used all of their worker tiles, the game ends."
605,"Players score (or lose) points based on their water supply, and each temple rewards whichever players sent the most workers to it."
605,"In the end, whoever has collected the most gold wins."
606,"On an Egyptian holiday, players are visiting the highlight of the entire journey: the stone pyramids!"
606,"But after rising through the narrow, labyrinthine corridors, they discover that they've lost the rest of the group."
606,"After wandering for hours, they end up in a mysterious grave chamber — and suddenly the stone door closes behind them."
606,The players are caught.
606,On the floor is a sand-covered notebook and an ancient spinning code dial.
606,Will the players escape in time or be forever buried under stone?
606,"In Exit: The Game – The Pharaoh's Tomb, players must use their team spirit, creativity, and powers of deduction to crack codes, solve puzzles, collect objects, and earn their freedom bit by bit."
607,Torres is an abstract game of resource management and tactical pawn movement.
607,Players are attempting to build up castles and position their knights to score the most points each turn.
607,Players have a limited supply of knights and action cards that allow special actions to be taken.
607,"Efficient use of pieces and cards, along with a thoughtful awareness of future possibilities, is the heart of this game."
607,Torres is considered by many to be an informal member of what is referred to as the Mask Trilogy.
608,"Featuring four new factions and eight new bases, Smash Up: Awesome Level 9000 – a.k.a."
608,"Smash Up II – integrates into the Smash Up base game, bringing exponential new combinations of factions and playstyles!"
608,"Smash Up: Awesome Level 9000 includes:

 Killer Plants – Better deal with these guys fast because if you leave them alone, they'll grow all over the place...like weeds!"
608,"*rimshot*


 Ghosts – Unlike in just about every card game in history, Ghosts benefit from having fewer cards in your hand."
608,Can you be immaterial?
608,Steampunks – Can't leave a good base alone?
608,The Steampunks will add new abilities to bases to help your strategies.
608,Bear Cavalry – What's scary?
608,A bear.
608,What's really scary?
608,A cossack riding a bear!
608,Bear Cavalry will use fear to drive opposing minions to other bases.
609,"Game description from the publisher:
It is 1926, and the museum's extensive collection of exotic curios and occult artifacts poses a threat to the barriers between our world and the elder evils lurking between dimensions."
609,"Gates to the beyond begin to leak open, and terrifying creatures of increasing strength steal through them."
609,"Animals, the mad, and those of more susceptible minds are driven to desperation by the supernatural forces the portals unleash."
609,Only a handful of investigators race against time to locate the eldritch symbols necessary to seal the portals forever.
609,Only they can stop the Ancient One beyond from finding its way to Earth and reducing humanity to cinders.
609,"Elder Sign is a fast-paced, cooperative dice game of supernatural intrigue for one to eight players by Richard Launius and Kevin Wilson, the designers of Arkham Horror."
609,Players take the roles of investigators racing against time to stave off the imminent return of the Ancient One.
